name;type;id;formulation;N;K;T_max;C;network_type;m_solution;solve_time;status;time_limit;objective;best_bound;best_int;mip_gap;Wp;gap;n_vars;n_cons;n_nodes;n_added_cuts;n_solutions;routes;timestamp;Z_TS;m;W_TS;CPU_sec;Z_CP;opt_gap;ts_vs_cp_gap;ts_vs_gh_gap
large_R100_K6T8;large;6,0;mtz;100,0;6,0;8,0;12,0;R;100,0;1003,842;2,0;60,0;1,0;1,0;1,0;0,0;46,37448713;0,0;61913,0;61332,0;41,0;0,0;8,0;Route of vehicle 1: ([0, 69, 70, 19, 83, 82, 8, 86, 38, 41, 56, 4, 2, 0], 7.245209296788176) // Route of vehicle 2: ([0, 89, 18, 45, 46, 47, 36, 49, 64, 32, 20, 30, 65, 76, 24, 26, 0], 7.812912408570964) // Route of vehicle 3: ([0, 50, 39, 55, 15, 43, 14, 100, 97, 61, 92, 1, 10, 88, 27, 0], 7.947467448071086) // Route of vehicle 4: ([0, 53, 12, 51, 66, 79, 33, 31, 7, 48, 11, 63, 90, 62, 52, 13, 98, 37, 99, 96, 0], 7.910902832417505) // Route of vehicle 5: ([0, 58, 40, 21, 73, 22, 23, 75, 25, 29, 80, 54, 68, 3, 77, 81, 9, 34, 78, 71, 35, 0], 7.486132667649257) // Route of vehicle 6: ([0, 28, 67, 74, 72, 85, 91, 16, 44, 42, 57, 87, 5, 60, 84, 93, 17, 59, 95, 94, 6, 0], 7.971862479679501);2023-08-03_12-18-34;1,0;100,0;25,9;7215,0;0,892;12,1;12,1;0,0
large_R100_K6T8;large;6,0;mtz_opt;100,0;6,0;8,0;12,0;R;76,0;3600,167;9,0;60,0;0,75;1,0;1,0;0,333333333;47,40630363;0,333333333;10403,0;10414,0;121310,0;0,0;10,0;Route of vehicle 1: ([0, 27, 32, 70, 64, 31, 66, 71, 65, 11, 62, 10, 0], 7.939973928865775) // Route of vehicle 2: ([0, 52, 89, 7, 1, 8, 45, 13, 59, 38, 61, 93, 44, 60, 96, 0], 7.96418446242094) // Route of vehicle 3: ([0, 58, 14, 42, 57, 56, 95, 91, 97, 99, 16, 86, 84, 100, 82, 0], 7.7527632864808655) // Route of vehicle 4: ([0, 69, 30, 19, 63, 9, 55, 80, 24, 26, 41, 22, 0], 7.75412993620272) // Route of vehicle 5: ([0, 73, 74, 28, 15, 72, 6, 94, 17, 83, 88, 18, 5, 85, 0], 7.99808355021861) // Route of vehicle 6: ([0, 77, 54, 78, 50, 37, 87, 2, 12, 4, 92, 98, 53, 40, 0], 7.997168467894642);2023-08-03_13-18-35;1,0;100,0;25,9;7215,0;0,892;12,1;12,1;0,0
large_R100_K6T8;large;6,0;scf;100,0;6,0;8,0;12,0;R;100,0;128,668;2,0;60,0;1,0;1,0;1,0;0,0;46,05394584;0,0;20503,0;10815,0;104,0;0,0;8,0;Route of vehicle 1: ([0, 2, 22, 67, 39, 25, 23, 56, 74, 75, 73, 21, 72, 4, 54, 55, 24, 51, 89, 0], 7.72965316212385) // Route of vehicle 2: ([0, 3, 79, 33, 12, 58, 26, 68, 1, 63, 19, 64, 30, 53, 28, 0], 7.898477495132269) // Route of vehicle 3: ([0, 13, 46, 49, 36, 62, 10, 50, 95, 14, 82, 52, 0], 7.885579140967426) // Route of vehicle 4: ([0, 27, 38, 44, 86, 93, 100, 91, 94, 6, 96, 59, 92, 99, 57, 41, 15, 42, 43, 0], 7.316107554037455) // Route of vehicle 5: ([0, 40, 87, 97, 98, 37, 61, 85, 16, 17, 18, 7, 11, 90, 32, 70, 31, 88, 47, 48, 8, 83, 45, 84, 5, 60, 0], 7.884098402157271) // Route of vehicle 6: ([0, 77, 78, 29, 65, 66, 20, 71, 34, 35, 9, 81, 80, 69, 76, 0], 7.340030090550786);2023-08-03_13-20-45;1,0;100,0;25,9;7215,0;0,892;12,1;12,1;0,0
large_R25_K2T2;large;7,0;mtz;25,0;2,0;2,0;12,0;R;6,0;5,167999983;2,0;60,0;0,166666667;0,166666667;0,166666667;0,0;3,806880596;0,0;1430,0;1395,0;6797,0;0,0;3,0;Route of vehicle 1: ([0, 21, 22, 2, 0], 1.9411437331017884) // Route of vehicle 2: ([0, 1, 3, 12, 0], 1.8657368625929267);2023-08-03_13-21-20;0,167;6,0;3,8;37,0;0,167;0,0;0,0;
large_R25_K2T2;large;7,0;mtz_opt;25,0;2,0;2,0;12,0;R;6,0;1,208000183;2,0;60,0;0,166666667;0,166666667;0,166666667;0,0;3,806880596;0,0;728,0;739,0;4829,0;0,0;3,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 2, 22, 21, 0], 1.941143733101788);2023-08-03_13-21-21;0,167;6,0;3,8;37,0;0,167;0,0;0,0;
large_R25_K2T2;large;7,0;scf;25,0;2,0;2,0;12,0;R;6,0;0,907999992;2,0;60,0;0,166666667;0,166666667;0,166666667;0,0;3,806880596;0,0;1378,0;840,0;293,0;0,0;4,0;Route of vehicle 1: ([0, 2, 22, 21, 0], 1.941143733101788) // Route of vehicle 2: ([0, 12, 3, 1, 0], 1.8657368625929265);2023-08-03_13-21-22;0,167;6,0;3,8;37,0;0,167;0,0;0,0;
large_R25_K2T3;large;8,0;mtz;25,0;2,0;3,0;12,0;R;10,0;139,444;2,0;60,0;0,333333333;0,333333333;0,333333333;0,0;5,812401301;0,0;1430,0;1395,0;122632,0;0,0;7,0;Route of vehicle 1: ([0, 21, 22, 15, 2, 13, 6, 0], 2.817484450319429) // Route of vehicle 2: ([0, 3, 9, 20, 10, 0], 2.9949168510434223);2023-08-03_13-24-02;0,333;10,0;5,3;53,0;0,333;0,0;0,0;132,9
large_R25_K2T3;large;8,0;mtz_opt;25,0;2,0;3,0;12,0;R;10,0;3600,04;9,0;60,0;0,333333389;1,0;1,0;1,9999995;5,737313866;1,9999995;728,0;739,0;1225772,0;0,0;8,0;Route of vehicle 1: ([0, 20, 9, 3, 1, 0], 2.9198294159823863) // Route of vehicle 2: ([0, 21, 22, 15, 2, 13, 6, 0], 2.817484450319429);2023-08-03_14-24-02;0,333;10,0;5,3;53,0;0,333;0,0;0,0;132,9
large_R25_K2T3;large;8,0;scf;25,0;2,0;3,0;12,0;R;11,0;10,06999993;2,0;60,0;0,333333333;0,333333333;0,333333333;0,0;5,620306067;0,0;1378,0;840,0;4239,0;0,0;3,0;Route of vehicle 1: ([0, 1, 20, 9, 3, 12, 0], 2.802821616306545) // Route of vehicle 2: ([0, 21, 22, 15, 2, 13, 6, 0], 2.817484450319429);2023-08-03_14-24-12;0,333;10,0;5,3;53,0;0,333;0,0;0,0;132,9
large_R25_K2T4;large;9,0;mtz;25,0;2,0;4,0;12,0;R;16,0;1502,163;2,0;60,0;0,571428571;0,571428571;0,571428571;0,0;7,917433248;0,0;1430,0;1395,0;841637,0;0,0;9,0;Route of vehicle 1: ([0, 13, 5, 17, 16, 14, 15, 22, 21, 0], 3.966764698078083) // Route of vehicle 2: ([0, 18, 8, 19, 11, 10, 1, 3, 12, 0], 3.950668550265009);2023-08-03_14-49-14;0,571;16,0;7,9;60,0;0,571;0,0;0,0;241,9
large_R25_K2T4;large;9,0;mtz_opt;25,0;2,0;4,0;12,0;R;14,0;3600,024;9,0;60,0;0,5;1,0;1,0;1,0;7,803290209;1,0;728,0;739,0;1554098,0;0,0;10,0;Route of vehicle 1: ([0, 1, 3, 9, 20, 10, 7, 18, 6, 0], 3.942876985911952) // Route of vehicle 2: ([0, 4, 21, 22, 15, 14, 2, 0], 3.8604132234033623);2023-08-03_15-49-14;0,571;16,0;7,9;60,0;0,571;0,0;0,0;241,9
large_R25_K2T4;large;9,0;scf;25,0;2,0;4,0;12,0;R;16,0;5,934999943;2,0;60,0;0,571428571;0,571428571;0,571428571;0,0;7,917433248;0,0;1378,0;840,0;3406,0;0,0;7,0;Route of vehicle 1: ([0, 12, 3, 1, 10, 11, 19, 8, 18, 0], 3.950668550265008) // Route of vehicle 2: ([0, 21, 22, 15, 14, 16, 17, 5, 13, 0], 3.9667646980780833);2023-08-03_15-49-20;0,571;16,0;7,9;60,0;0,571;0,0;0,0;241,9
large_R25_K3T2;large;10,0;mtz;25,0;3,0;2,0;12,0;R;6,0;63,4059999;2,0;60,0;0,166666667;0,166666667;0,166666716;0,0;5,570200873;0,0;2132,0;2073,0;33619,0;0,0;6,0;Route of vehicle 1: ([0, 12, 24, 0], 2.0) // Route of vehicle 2: ([0, 3, 1, 0], 1.7384148588428916) // Route of vehicle 3: ([0, 21, 22, 0], 1.8317860137664157);2023-08-03_15-50-25;0,167;7,0;4,6;49,0;0,167;0,0;0,0;50,5
large_R25_K3T2;large;10,0;scf;25,0;3,0;2,0;12,0;R;8,0;3,180999994;2,0;60,0;0,166666667;0,166666667;0,166666667;0,0;4,787938849;0,0;1378,0;840,0;1996,0;0,0;3,0;Route of vehicle 1: ([0, 12, 3, 1, 0], 1.8657368625929265) // Route of vehicle 2: ([0, 13, 6, 0], 0.9810582528954457) // Route of vehicle 3: ([0, 21, 22, 2, 0], 1.9411437331017884);2023-08-03_15-50-28;0,167;7,0;4,6;49,0;0,167;0,0;0,0;50,5
large_R25_K3T3;large;11,0;mtz;25,0;3,0;3,0;12,0;R;14,0;3600,085;9,0;60,0;0,500000044;0,656611502;0,656611502;0,313222888;8,814695777;0,313222888;2132,0;2073,0;1069182,0;0,0;10,0;Route of vehicle 1: ([0, 6, 5, 14, 15, 2, 0], 2.933057606278028) // Route of vehicle 2: ([0, 21, 4, 23, 22, 13, 0], 2.8867213195971426) // Route of vehicle 3: ([0, 3, 9, 20, 10, 0], 2.9949168510434223);2023-08-03_16-50-28;0,5;15,0;8,1;74,0;0,5;0,0;0,0;74,8
large_R25_K3T3;large;11,0;scf;25,0;3,0;3,0;12,0;R;16,0;31,45799994;2,0;60,0;0,5;0,5;0,5;0,0;8,894453273;0,0;1378,0;840,0;45031,0;0,0;5,0;Route of vehicle 1: ([0, 3, 24, 25, 4, 21, 0], 2.98435239253496) // Route of vehicle 2: ([0, 6, 16, 14, 15, 2, 13, 0], 2.99380484909051) // Route of vehicle 3: ([0, 18, 7, 10, 20, 1, 0], 2.91629603132044);2023-08-03_16-56-51;0,5;15,0;8,1;74,0;0,5;0,0;0,0;74,8
large_R25_K3T4;large;12,0;mtz;25,0;3,0;4,0;12,0;R;24,0;3600,115;9,0;60,0;0,888888944;1,0;1,0;0,12499993;11,64136103;0,12499993;2132,0;2073,0;1019345,0;0,0;10,0;Route of vehicle 1: ([0, 12, 3, 24, 25, 4, 23, 22, 21, 0], 3.98435239253496) // Route of vehicle 2: ([0, 1, 9, 20, 10, 11, 19, 7, 0], 3.689090641243111) // Route of vehicle 3: ([0, 6, 13, 2, 15, 14, 16, 17, 8, 18, 0], 3.9679179998065797);2023-08-03_17-56-51;0,889;24,0;11,6;98,0;0,889;0,0;0,0;55,7
large_R25_K3T4;large;12,0;scf;25,0;3,0;4,0;12,0;R;24,0;22,57599998;2,0;60,0;0,888888889;0,888888889;0,888888889;0,0;11,64136103;0,0;1378,0;840,0;5872,0;0,0;8,0;Route of vehicle 1: ([0, 1, 9, 20, 10, 11, 19, 7, 0], 3.689090641243111) // Route of vehicle 2: ([0, 18, 8, 17, 16, 14, 15, 2, 13, 6, 0], 3.9679179998065797) // Route of vehicle 3: ([0, 21, 22, 23, 4, 25, 24, 3, 12, 0], 3.98435239253496);2023-08-03_17-57-14;0,889;24,0;11,6;98,0;0,889;0,0;0,0;55,7
large_R50_K3T3;large;13,0;mtz;50,0;3,0;3,0;12,0;R;19,0;3600,259;9,0;60,0;0,333333336;0,607139664;0,607139664;0,821418981;8,47854971;0,821418981;8007,0;7873,0;167439,0;0,0;10,0;Route of vehicle 1: ([0, 27, 15, 42, 37, 6, 0], 2.6959945067205777) // Route of vehicle 2: ([0, 28, 12, 26, 40, 21, 22, 41, 2, 13, 0], 2.7940273511878204) // Route of vehicle 3: ([0, 7, 10, 11, 19, 48, 0], 2.988527851961427);2023-08-03_18-57-17;0,417;23,0;8,6;138,0;0,389;44,8;7,2;87,8
large_R50_K3T3;large;13,0;scf;50,0;3,0;3,0;12,0;R;23,0;3600,275;9,0;60,0;0,416666667;0,476736456;0,476736456;0,144167494;8,724066452;0,144167494;5253,0;2915,0;326777,0;0,0;10,0;Route of vehicle 1: ([0, 13, 42, 15, 41, 22, 21, 40, 28, 0], 2.8854362955592814) // Route of vehicle 2: ([0, 18, 8, 45, 5, 16, 37, 6, 0], 2.9412477762824816) // Route of vehicle 3: ([0, 27, 31, 10, 11, 19, 47, 48, 7, 0], 2.8973823799648275);2023-08-03_20-11-07;0,417;23,0;8,6;138,0;0,389;44,8;7,2;87,8
large_R50_K3T4;large;14,0;scf;50,0;3,0;4,0;12,0;R;35,0;3600,088;9,0;60,0;0,666666688;0,680202733;0,680202733;0,020304067;11,86930323;0,020304067;5253,0;2915,0;493780,0;0,0;9,0;Route of vehicle 1: ([0, 6, 5, 45, 8, 7, 48, 47, 19, 11, 10, 31, 0], 3.9118340279568553) // Route of vehicle 2: ([0, 27, 1, 50, 33, 3, 29, 24, 25, 39, 4, 12, 28, 0], 3.9670973282290425) // Route of vehicle 3: ([0, 40, 21, 22, 41, 2, 15, 43, 14, 44, 16, 37, 13, 0], 3.990371875300703);2023-08-03_21-11-09;0,652;34,0;11,9;259,0;0,524;48,8;24,4;95,8
large_R50_K3T5;large;15,0;scf;50,0;3,0;5,0;12,0;R;44,0;3600,138;9,0;60,0;0,833333334;0,879172932;0,879172932;0,055007519;14,46437039;0,055007519;5253,0;2915,0;234629,0;0,0;9,0;Route of vehicle 1: ([0, 18, 7, 48, 19, 11, 49, 36, 47, 46, 8, 45, 17, 5, 6, 0], 4.7987225260904545) // Route of vehicle 2: ([0, 28, 26, 12, 24, 29, 3, 33, 9, 20, 30, 32, 10, 31, 1, 27, 0], 4.723466295944224) // Route of vehicle 3: ([0, 40, 21, 4, 25, 39, 23, 22, 41, 15, 43, 42, 14, 44, 37, 13, 0], 4.9421815689757125);2023-08-03_22-11-10;0,833;44,0;14,8;466,0;0,722;32,7;15,4;66,6
large_R50_K4T3;large;16,0;scf;50,0;4,0;3,0;12,0;R;30,0;3600,342;9,0;60,0;0,523809634;0,633613073;0,633613073;0,209624704;11,42569537;0,209624704;5253,0;2915,0;343579,0;0,0;10,0;Route of vehicle 1: ([0, 6, 37, 44, 16, 17, 45, 18, 0], 2.9485405897352805) // Route of vehicle 2: ([0, 27, 50, 33, 3, 29, 24, 12, 28, 0], 2.7028268041545753) // Route of vehicle 3: ([0, 31, 10, 11, 19, 47, 48, 7, 0], 2.891220331828143) // Route of vehicle 4: ([0, 40, 21, 22, 41, 15, 43, 42, 13, 0], 2.8831076475091133);2023-08-03_23-11-10;0,571;30,0;11,8;262,0;0,389;91,1;46,8;38,6
large_R50_K4T4;large;17,0;scf;50,0;4,0;4,0;12,0;R;43,0;3600,466;9,0;60,0;0,833333333;0,891264895;0,891264895;0,069517874;15,61072122;0,069517874;5253,0;2915,0;167555,0;0,0;9,0;Route of vehicle 1: ([0, 6, 5, 17, 45, 8, 46, 36, 47, 48, 7, 18, 0], 3.792847599459006) // Route of vehicle 2: ([0, 21, 4, 23, 39, 25, 24, 29, 3, 12, 28, 0], 3.9782134411306127) // Route of vehicle 3: ([0, 26, 40, 2, 22, 41, 15, 43, 14, 44, 16, 37, 13, 0], 3.9436887483891376) // Route of vehicle 4: ([0, 27, 31, 10, 32, 20, 9, 33, 50, 1, 30, 0], 3.8959714288118983);2023-08-04_00-11-15;0,833;43,0;15,2;451,0;0,667;48,7;24,9;99,8
large_R50_K4T5;large;18,0;scf;50,0;4,0;5,0;12,0;R;50,0;63,35599995;2,0;60,0;1,0;1,0;1,0;0,0;19,22108927;0,0;5253,0;2915,0;4604,0;0,0;10,0;Route of vehicle 1: ([0, 6, 5, 17, 16, 37, 44, 14, 38, 43, 15, 42, 0], 4.670668330973112) // Route of vehicle 2: ([0, 13, 2, 22, 41, 23, 39, 25, 24, 29, 4, 21, 40, 0], 4.744832477290433) // Route of vehicle 3: ([0, 18, 8, 45, 46, 36, 47, 19, 11, 49, 48, 7, 31, 27, 0], 4.855373581661621) // Route of vehicle 4: ([0, 50, 1, 30, 10, 32, 20, 9, 35, 34, 33, 3, 12, 26, 28, 0], 4.950214880737717);2023-08-04_00-12-19;1,0;50,0;18,0;801,0;0,833;20,0;20,0;33,3
large_R25_K3T3;large;11,0;mtz_opt;25,0;3,0;3,0;12,0;R;15,0;3600,04;9,0;60,0;0,5;1,0;1,0;1,0;8,520811615;1,0;728,0;739,0;2950606,0;0,0;7,0;Route of vehicle 1: ([0, 2, 15, 22, 21, 13, 0], 2.7934372163060917) // Route of vehicle 2: ([0, 6, 16, 17, 8, 7, 0], 2.924552782694403) // Route of vehicle 3: ([0, 12, 3, 9, 20, 1, 0], 2.802821616306545);2023-08-04_01-31-41;0,5;15,0;8,1;74,0;0,5;0,0;0,0;74,8
large_R25_K3T4;large;12,0;mtz_opt;25,0;3,0;4,0;12,0;R;22,0;3600,05;9,0;60,0;0,833333333;1,0;1,0;0,2;11,81730881;0,2;728,0;739,0;1429695,0;0,0;10,0;Route of vehicle 1: ([0, 1, 3, 20, 10, 11, 19, 7, 0], 3.9536261696196147) // Route of vehicle 2: ([0, 12, 24, 25, 4, 22, 23, 21, 0], 3.879266275528993) // Route of vehicle 3: ([0, 18, 8, 5, 17, 16, 14, 15, 13, 0], 3.9844163683425107);2023-08-04_02-31-41;0,889;24,0;11,6;98,0;0,889;0,0;0,0;55,7
large_R50_K3T3;large;13,0;mtz_opt;50,0;3,0;3,0;12,0;R;16,0;3600,051;9,0;60,0;0,277777778;1,0;1,0;2,6;8,827178843;2,6;2703,0;2714,0;631274,0;0,0;10,0;Route of vehicle 1: ([0, 1, 50, 9, 33, 29, 0], 2.9921862277814917) // Route of vehicle 2: ([0, 12, 24, 25, 27, 0], 2.8685170918213294) // Route of vehicle 3: ([0, 40, 21, 22, 41, 23, 4, 28, 0], 2.966475523011054);2023-08-04_03-31-41;0,417;23,0;8,6;138,0;0,389;44,8;7,2;87,8
large_R50_K3T4;large;14,0;mtz;50,0;3,0;4,0;12,0;R;34,0;3600,226;9,0;60,0;0,642857143;0,811243046;0,811243046;0,261933626;11,88835376;0,261933626;8007,0;7873,0;222563,0;0,0;10,0;Route of vehicle 1: ([0, 50, 1, 30, 10, 11, 19, 36, 47, 48, 18, 0], 3.9636648621339363) // Route of vehicle 2: ([0, 27, 31, 7, 8, 45, 17, 16, 44, 14, 42, 37, 6, 0], 3.9648613646405693) // Route of vehicle 3: ([0, 28, 12, 26, 40, 21, 4, 25, 39, 23, 22, 2, 13, 0], 3.9598275378371173);2023-08-04_04-31-44;0,652;34,0;11,9;259,0;0,524;48,8;24,4;95,8
large_R50_K3T4;large;14,0;mtz_opt;50,0;3,0;4,0;12,0;R;23,0;3600,075;9,0;60,0;0,416666667;1,0;1,0;1,4;11,28029992;1,4;2703,0;2714,0;284235,0;0,0;10,0;Route of vehicle 1: ([0, 26, 12, 28, 29, 33, 9, 0], 3.537868597808501) // Route of vehicle 2: ([0, 27, 31, 10, 49, 48, 47, 19, 18, 0], 3.978871242718456) // Route of vehicle 3: ([0, 40, 21, 23, 39, 25, 4, 22, 41, 2, 0], 3.763560080078918);2023-08-04_05-31-44;0,652;34,0;11,9;259,0;0,524;48,8;24,4;95,8
large_R50_K3T5;large;15,0;mtz_opt;50,0;3,0;5,0;12,0;R;28,0;3600,067;9,0;60,0;0,5;1,0;1,0;1,0;14,81157285;1,0;2703,0;2714,0;310260,0;0,0;8,0;Route of vehicle 1: ([0, 29, 25, 23, 22, 15, 43, 14, 6, 0], 4.944211441869021) // Route of vehicle 2: ([0, 33, 3, 50, 1, 47, 19, 11, 7, 8, 0], 4.9644219842236526) // Route of vehicle 3: ([0, 40, 21, 41, 2, 13, 42, 44, 37, 5, 26, 28, 0], 4.902939426501652);2023-08-04_06-31-44;0,833;44,0;14,8;466,0;0,722;32,7;15,4;66,6
large_R50_K4T3;large;16,0;mtz;50,0;4,0;3,0;12,0;R;28,0;3600,27;9,0;60,0;0,500000041;0,8117637;0,8117637;0,623527267;11,58275036;0,623527267;10659,0;10476,0;145986,0;0,0;10,0;Route of vehicle 1: ([0, 28, 26, 12, 24, 29, 50, 1, 27, 0], 2.7796734328588113) // Route of vehicle 2: ([0, 6, 5, 16, 44, 14, 42, 37, 13, 0], 2.8208264232359483) // Route of vehicle 3: ([0, 40, 21, 4, 39, 23, 41, 2, 0], 2.988240538405442) // Route of vehicle 4: ([0, 18, 7, 32, 30, 31, 0], 2.9940099697004854);2023-08-04_07-31-47;0,571;30,0;11,8;262,0;0,389;91,1;46,8;38,6
large_R50_K4T3;large;16,0;mtz_opt;50,0;4,0;3,0;12,0;R;18,0;3600,079;9,0;60,0;0,333333333;1,0;1,0;2,0;11,44171206;2,0;2703,0;2714,0;380347,0;0,0;10,0;Route of vehicle 1: ([0, 13, 2, 42, 16, 44, 6, 0], 2.911509217767123) // Route of vehicle 2: ([0, 26, 25, 4, 22, 21, 0], 2.8570303887849247) // Route of vehicle 3: ([0, 27, 32, 20, 31, 0], 2.711318399512826) // Route of vehicle 4: ([0, 33, 35, 12, 0], 2.961854057389342);2023-08-04_08-31-48;0,571;30,0;11,8;262,0;0,389;91,1;46,8;38,6
large_R50_K4T4;large;17,0;mtz;50,0;4,0;4,0;12,0;R;35,0;3600,29;9,0;60,0;0,666666686;1,0;1,0;0,499999956;15,8562536;0,499999956;10659,0;10476,0;140749,0;0,0;10,0;Route of vehicle 1: ([0, 13, 2, 43, 42, 14, 38, 44, 16, 37, 0], 3.8873766403119068) // Route of vehicle 2: ([0, 28, 50, 3, 39, 4, 41, 22, 21, 40, 0], 3.99740382424035) // Route of vehicle 3: ([0, 18, 8, 45, 47, 7, 31, 10, 30, 1, 0], 3.9900500684390483) // Route of vehicle 4: ([0, 6, 5, 46, 36, 11, 19, 48, 27, 0], 3.981423070877566);2023-08-04_09-31-50;0,833;43,0;15,2;451,0;0,667;48,7;24,9;99,8
large_R50_K4T4;large;17,0;mtz_opt;50,0;4,0;4,0;12,0;R;35,0;3600,047;9,0;60,0;0,666666686;1,0;1,0;0,499999956;15,72761646;0,499999956;2703,0;2714,0;301061,0;0,0;10,0;Route of vehicle 1: ([0, 6, 42, 15, 43, 41, 22, 39, 21, 40, 0], 3.991701092908172) // Route of vehicle 2: ([0, 13, 37, 14, 44, 16, 17, 45, 5, 2, 0], 3.9472849846876787) // Route of vehicle 3: ([0, 18, 19, 47, 48, 7, 10, 32, 30, 0], 3.946696725920366) // Route of vehicle 4: ([0, 31, 27, 28, 1, 50, 3, 24, 29, 12, 0], 3.8419336539804303);2023-08-04_11-10-43;0,833;43,0;15,2;451,0;0,667;48,7;24,9;99,8
large_R50_K4T5;large;18,0;mtz;50,0;4,0;5,0;12,0;R;43,0;3600,214;9,0;60,0;0,833333375;1,0;1,0;0,19999994;19,53667146;0,19999994;10659,0;10476,0;133348,0;0,0;10,0;Route of vehicle 1: ([0, 31, 19, 11, 10, 32, 30, 9, 35, 33, 3, 50, 27, 0], 4.981647557559623) // Route of vehicle 2: ([0, 12, 24, 25, 39, 23, 41, 22, 2, 42, 44, 0], 4.992162632989419) // Route of vehicle 3: ([0, 7, 48, 47, 46, 45, 17, 16, 40, 21, 4, 26, 0], 4.923890692898758) // Route of vehicle 4: ([0, 6, 37, 14, 43, 15, 13, 5, 8, 18, 28, 0], 4.6389705735793925);2023-08-04_12-16-33;1,0;50,0;18,0;801,0;0,833;20,0;20,0;33,3
large_R50_K4T5;large;18,0;mtz_opt;50,0;4,0;5,0;12,0;R;43,0;3600,05;9,0;60,0;0,823529412;1,0;1,0;0,214285714;19,69593282;0,214285714;2703,0;2714,0;232611,0;0,0;10,0;Route of vehicle 1: ([0, 13, 42, 14, 44, 16, 17, 5, 48, 47, 36, 8, 18, 0], 4.946086664530048) // Route of vehicle 2: ([0, 26, 21, 4, 25, 39, 23, 41, 15, 43, 2, 37, 6, 0], 4.930401830160101) // Route of vehicle 3: ([0, 27, 20, 30, 32, 49, 19, 11, 10, 31, 7, 0], 4.968618719838982) // Route of vehicle 4: ([0, 28, 29, 24, 12, 3, 1, 33, 9, 34, 0], 4.850825605345634);2023-08-04_13-37-35;1,0;50,0;18,0;801,0;0,833;20,0;20,0;33,3
large_R75_K3T3;large;19,0;mtz;75,0;3,0;3,0;12,0;R;30,0;3600,225;9,0;60,0;0,352941212;0,555544173;0,555544173;0,574041665;8,72767791;0,574041665;17632,0;17423,0;31936,0;0,0;10,0;Route of vehicle 1: ([0, 28, 12, 68, 3, 33, 51, 20, 30, 70, 1, 69, 27, 0], 2.9425668817269) // Route of vehicle 2: ([0, 40, 26, 21, 72, 74, 75, 22, 41, 57, 2, 13, 0], 2.849424390154437) // Route of vehicle 3: ([0, 53, 58, 4, 25, 55, 24, 54, 0], 2.935686638393561);2023-08-04_14-37-36;0,429;35,0;8,7;317,0;0,357;49,4;20,2;93,2
large_R75_K3T3;large;19,0;mtz_opt;75,0;3,0;3,0;12,0;R;28,0;3601,831;9,0;60,0;0,333333333;1,0;1,0;2,0;8,744042389;2,0;5928,0;5939,0;99235,0;0,0;10,0;Route of vehicle 1: ([0, 6, 61, 16, 59, 37, 42, 57, 2, 58, 53, 0], 2.906662228456214) // Route of vehicle 2: ([0, 28, 26, 4, 21, 74, 41, 22, 72, 73, 40, 0], 2.888840150676075) // Route of vehicle 3: ([0, 69, 51, 20, 30, 1, 31, 52, 27, 0], 2.948540009669054);2023-08-04_15-43-16;0,429;35,0;8,7;317,0;0,357;49,4;20,2;93,2
large_R75_K3T3;large;19,0;scf;75,0;3,0;3,0;12,0;R;34,0;3600,16;9,0;60,0;0,425000003;0,473169942;0,473169942;0,113341032;8,692091388;0,113341032;11628,0;6240,0;138662,0;0,0;10,0;Route of vehicle 1: ([0, 6, 59, 37, 42, 43, 15, 57, 2, 13, 0], 2.7173232601714354) // Route of vehicle 2: ([0, 27, 69, 1, 70, 30, 10, 11, 62, 31, 52, 0], 2.9813070662149967) // Route of vehicle 3: ([0, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 4, 54, 12, 26, 28, 0], 2.9934610614768737);2023-08-04_16-49-47;0,429;35,0;8,7;317,0;0,357;49,4;20,2;93,2
large_R75_K3T4;large;20,0;mtz_opt;75,0;3,0;4,0;12,0;R;32,0;3612,272;9,0;60,0;0,40625;1,0;1,0;1,461538462;11,75791751;1,461538462;5928,0;5939,0;109357,0;0,0;10,0;Route of vehicle 1: ([0, 12, 4, 55, 25, 39, 56, 22, 23, 75, 74, 72, 21, 58, 0], 3.9472920273938064) // Route of vehicle 2: ([0, 27, 40, 73, 26, 28, 53, 69, 1, 6, 0], 3.8186461953239954) // Route of vehicle 3: ([0, 59, 18, 7, 48, 19, 11, 63, 10, 70, 52, 0], 3.9919792917323766);2023-08-04_17-57-39;0,588;46,0;11,8;472,0;0,444;54,8;32,4;66,6
large_R75_K3T4;large;20,0;scf;75,0;3,0;4,0;12,0;R;47,0;3600,096;9,0;60,0;0,6;0,639590242;0,639590242;0,065983737;11,86515279;0,065983737;11628,0;6240,0;355045,0;0,0;10,0;Route of vehicle 1: ([0, 27, 69, 1, 50, 33, 51, 20, 30, 32, 63, 11, 62, 10, 31, 0], 3.98342289514693) // Route of vehicle 2: ([0, 28, 26, 12, 68, 29, 24, 55, 25, 39, 56, 75, 22, 74, 72, 73, 21, 40, 58, 53, 0], 3.9383254418237708) // Route of vehicle 3: ([0, 52, 7, 18, 60, 5, 61, 16, 44, 14, 43, 42, 37, 59, 13, 0], 3.9434044500836727);2023-08-04_18-58-04;0,588;46,0;11,8;472,0;0,444;54,8;32,4;66,6
